	#SentenceID	Sentence	TF	TG	TF Id	TG Id	TF offset	Gene offset	Mutated Genes	Mutation offsets	Valid score	Valid	MoR scores	MoR	PMID	PMID+Sent+TRI_Id	Mutated_TF	TF Symbol	TF TaxID	TG Symbol	TG TaxID	TF_type	Error
367237	PMID:22227369:pubtator_title_and_abstract:2ae03f0a11060218cc9b0c45ebf2ba56:12:SUMO-1:p21:1785:1813	This work indicates that Zac1 functions are regulated, at least in part, via non-covalent interactions with [TF] for the induction of [TG], which is important for the modulation of apoptosis.	SUMO-1	p21	7341	1026	1785	1813			0.9847117818338446	Valid	0.10320360665050647;0.8899859188399104;0.006810474509583072	ACTIVATION	22227369	22227369|12|7341|644914	False	SUMO1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
1106546	PMID:33169349:pubtator_title_and_abstract:71b09ca8102e16ef1d348a98f1a3421e:9:p53:p21:1304:1326	Graphical abstract Collectively, [TF]-dependent lincRNA-[TG] expression downregulated miR-17-5p, whichconsequently protecting against AS progression via SIRT7 elevation.	p53	p21	7157	1026	1304	1326			0.9847030125674164	Valid	0.04258394048295528;0.9562564484904086;0.0011596110266361736	ACTIVATION	33169349	33169349|9|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
908682	PMID:17981761:pubtator_title_and_abstract:5fab190acaf93f9988e7b092e61d387e:7:STAT3:p21:847:981	Because both STAT1 and [TF] are important regulators of genes that are involved in cell survival (BCL-x, survivin, caspases) and cell proliferation (c-Myc, [TG], cyclin D1), their deregulation significantly impacts the homeostasis of intestinal tissues.	STAT3	p21	6774	1026	847	981			0.9846966079660604	Valid	0.9965384512068631;0.0027547151350289095;0.0007068336581080221	UNDEFINED	17981761	17981761|7|6774|644914	False	STAT3	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
200686	PMID:26044764:pubtator_title_and_abstract:d4e895f7460056d79567e5809301a212:8:p53:p21:979:1050	In contrast, when rRNA processing was inhibited, MYBBP1A remained in the nucleolus and nonacetylated [TF] accumulated, causing cell cycle arrest at the G1 phase by inducing [TG] but not BAX.	p53	p21	7157	1026	979	1050			0.9846822643767322	Valid	0.07916208688602037;0.865977464567111;0.05486044854686865	ACTIVATION	26044764	26044764|8|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1036887	PMID:11115495:pubtator_title_and_abstract:200a6edc37a3daee0823333ef7efe910:5:E2F1:p21:475:693	[TF], c-Myc, and E1A-mediated p73 up-regulation leads to activation of the p73 transcription function, as shown by p73-responsive reporter activity and by induction of known endogenous p73 target gene products such as [TG] and HDM2.	E2F1	p21	1869	1026	475	693			0.98468092297664	Valid	0.009134094573653297;0.9893966493574581;0.0014692560688885977	ACTIVATION	11115495	11115495|5|1869|644914	False	E2F1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
464268	PMID:19943316:pubtator_title_and_abstract:626e82b594156228e4df78d52f8e6762:6:p53:p21:702:683	Embelin induced cell-cycle arrest in G(1) phase through [TG], downstream of [TF].	p53	p21	7157	1026	702	683			0.9846782668071644	Valid	0.9499457114018084;0.045140413936300625;0.004913874661891011	UNDEFINED	19943316	19943316|6|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
59066	PMID:33944652:pubtator_title_and_abstract:4d7cfd7af72bdb077df563533ba53f97:4:p53:p21:402:462	However, its role in ovarian cancer and its regulatory effect on p53 and [TF] downstream targeting gene long intergenic noncoding RNA [TG] (lincRNA-p21) is still unknown.	p53	p21	7157	1026	402	462			0.9846698565112614	Valid	0.9931345432313369;0.00189982522420063;0.004965631544462523	UNDEFINED	33944652	33944652|4|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
837107	PMID:22762546:pubtator_title_and_abstract:d02cae078d6016ddb42aebb9ffc49235:8:p73:p21:1059:973	Further analysis of molecular mechanisms revealed that up-regulation of [TG] and the Bak/Bcl-2 ratio and down-regulation of UHRF1 and c-Myc were attributed to [TF] activation.	p73	p21	7161	1026	1059	973			0.984664489538033	Valid	0.0036736735538179573;0.99426460439092;0.0020617220552619857	ACTIVATION	22762546	22762546|8|7161|644914	False	TP73	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
200041	PMID:24412371:pubtator_title_and_abstract:81364c7b472b074608f721a55050367d:6:Gmnn:p21:804:1150	Here we show that ablation of [TF] in trophoblast stem cells (TSCs) proliferating in the presence of FGF4 closely mimics the events triggered by FGF4 deprivation: arrest of cell proliferation, formation of giant cells, excessive DNA replication in the absence of DNA damage and apoptosis, and changes in gene expression that include loss of Chk1 with up-regulation of p57 and [TG].	Gmnn	p21	57441	1026	804	1150			0.9846601903062894	Valid	0.03370477144808987;0.03422218922142899;0.9320730393304811	REPRESSION	24412371	24412371|6|57441|644914	False	Gmnn	10090	CDKN1A	9606	coTF	p21_to_CDKN1A
177931	PMID:30720092:pubtator_title_and_abstract:708ef4c835f5cd8c39b16857020b73d7:9:JMJD2A:p21:1096:1301	[TF] increased cervical cancer cell and colony numbers in vitro, increased the tumor weight in a mouse xenograft model, and decreased the apoptotic rate by downregulating the pro-apoptotic proteins Bax, [TG] and active caspase-3, and upregulating the anti-apoptotic protein Bcl-2.	JMJD2A	p21	9682	1026	1096	1301			0.9846575612133336	Valid	0.0013097209966605483;0.0035301307055396604;0.9951601482977999	REPRESSION	30720092	30720092|9|9682|644914	False	KDM4A	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
588042	PMID:24857982:pubtator_title_and_abstract:d69dbd3798ed12eb4d18b8ad1978f7f3:11:ERK1/2:p21:1332:1420	Inhibitors of p38 MAPK and [TF] but not JNK abrogated the up-regulated protein expressions of cleaved caspase 3, [TG] and down-regulated protein expression of Bcl-2 as well as elevated caspase 3 activity induced by Ft1.	ERK1/2	p21	5595;5594	1026	1332	1420			0.9846493415375884	Valid	0.001961999151146527;0.9950148570628469;0.0030231437860065774	ACTIVATION	24857982	24857982|11|5595;5594|644914	False	MAPK3;MAPK1	9606;9606	CDKN1A	9606	ll_coTF;ll_coTF	p21_to_CDKN1A
391351	PMID:27144434:pubtator_title_and_abstract:4ac05b01bdcd6f5eae45c5c75f910043:8:p53:p21:904:938	Mechanistically, this was further associated with increased [TF] transcriptional activation of [TG] and PUMA.	p53	p21	7157	1026	904	938			0.9846280020517966	Valid	0.0022460493489961098;0.996705542341505;0.0010484083094989144	ACTIVATION	27144434	27144434|8|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
801324	PMID:26051007:pubtator_title_and_abstract:0b45ecaf3ea9c7ba4a0836d4d30a741b:13:p53:p21:1609:1669	Activated [TF] and down-regulation of PSMA5 resulted in an increase in [TG] protein.	p53	p21	7157	1026	1609	1669			0.984615906648419	Valid	0.0032477785906280523;0.9947342376890943;0.002017983720277683	ACTIVATION	26051007	26051007|13|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
859537	PMID:26640145:pubtator_title_and_abstract:1a31d312c7344cfa333ce2c3075777dc:8:p53:p21:924:966	In CTCL cells expressing wild-type [TF], forced expression of miR-16 enhanced [TG] expression via downregulation of the polycomb group protein Bmi1, thereby inducing cellular senescence.	p53	p21	7157	1026	924	966			0.9845901178624936	Valid	0.05442330440338086;0.10972015994952505;0.8358565356470941	REPRESSION	26640145	26640145|8|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1058103	PMID:11289134:pubtator_title_and_abstract:2868b0fa67c76ec637abac53cea9aa68:7:pRb:p21:1064:973	An increased expression of [TG] and inhibition of cyclin-dependent kinase 2 kinase activity by FP was also observed in [TF]-deficient cells but not in retinoblastoma-restored SaOs-2 cells.	pRb	p21	5925	1026	1064	973			0.9845735034408112	Valid	0.0036837274474367577;0.0046004774760355725;0.9917157950765276	REPRESSION	11289134	11289134|7|5925|644914	False	RB1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
728965	PMID:22847180:pubtator_title_and_abstract:064b73c8515151f7132352078a33cf46:9:LRF:p21:1048:1126	This could be attributed to the observation that [TF]-depleted cells were arrested at the G(1) phase, and had increased p53 and [TG] expression.	LRF	p21	51341	1026	1048	1126			0.9845346539403418	Valid	0.0025017293974824114;0.0036865745127869316;0.9938116960897306	REPRESSION	22847180	22847180|9|51341|644914	False	ZBTB7A	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1108312	PMID:14977824:pubtator_title_and_abstract:318e043f0dd4b458ad67594bc9854206:8:p53:p21:1154:1209	In PC3 cells that are [TF] null, after inhibition of MDM2 expression, Bax and [TG] levels were elevated, and E2F1 levels were decreased.	p53	p21	7157	1026	1154	1209			0.9845315770432448	Valid	0.005681328353340611;0.012787304003804473;0.9815313676428549	REPRESSION	14977824	14977824|8|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
448253	PMID:28367100:pubtator_title_and_abstract:c11438733c7e800a5baa233b4a23b604:9:PADI4:p21:1033:1128	Ectopic expression of [TF] inhibited ADR-induced apoptosis of RA-FLSs, and down-regulated the expression of p53 and [TG].	PADI4	p21	23569	1026	1033	1128			0.9845161344519376	Valid	0.0015301250609014506;0.0023696000888320467;0.9961002748502664	REPRESSION	28367100	28367100|9|23569|644914	False	PADI4	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
970556	PMID:22795133:pubtator_title_and_abstract:d77e8b0d8055274d07abd65eb7b2c8e8:5:Nanog:p21:915:1033	Oct4 and [TF] upregulate Dnmt1 through direct binding to its promoter, thereby leading to the repressed expression of p16 and [TG] and genes associated with development and lineage differentiation.	Nanog	p21	79923	1026	915	1033			0.9845040215196734	Valid	0.003904596444765316;0.007396428553945979;0.9886989750012888	REPRESSION	22795133	22795133|5|79923|644914	False	NANOG	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
737851	PMID:26709644:pubtator_title_and_abstract:6fa6bc65e211ebaac9aeee959c17fa9f:4:HOXB13:p21:369:446	In androgen deprived conditions, [TF] is thought to act through inhibition of the tumour suppressor protein [TG].	HOXB13	p21	10481	1026	369	446			0.9845008276649484	Valid	0.001827989419180465;0.0028909332774772352;0.9952810773033423	REPRESSION	26709644	26709644|4|10481|644914	False	HOXB13	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
117566	PMID:25970706:pubtator_title_and_abstract:b3c77287e591a49f8c66485c74dbe10c:10:c-Myc:p21:1407:1508	This is mainly ascribed to the beta-catenin suppression and down-regulation of [TF], thus further leading to the decreased cyclinD1, cyclinE, and E2F1 expression and the enhanced [TG](Cip1) level.	c-Myc	p21	4609	1026	1407	1508			0.984491365980146	Valid	0.03784668634373462;0.6058353689434884;0.356317944712777	ACTIVATION	25970706	25970706|10|4609|644914	False	MYC	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
785285	PMID:16046226:pubtator_title_and_abstract:e0a6bdf22fd7b77feb9fce8b37b5824d:8:JNK:p21:1169:1105	Moreover, JNK and p38 MAP kinase but not ERK1/2 was activated, and [TG], p53, and Bax were overexpressed by prolonged inhibition of [TF].	JNK	p21	116554	114851	1169	1105			0.9844774633771362	Valid	0.002027755781974197;0.004515767878728711;0.9934564763392971	REPRESSION	16046226	16046226|8|116554|24525	False	Mapk8	10116	Cdkn1a	10116	ll_coTF	p21_to_CDKN1A
392536	PMID:28465189:pubtator_title_and_abstract:9cbaac24bcceea6a990158ecc309b77c:5:p53:p21:864:892	This cytotoxicity was seen to be preceded by the upregulation of the tumor suppressor [TF] and its target effector [TG].	p53	p21	7157	1026	864	892			0.984462151787262	Valid	0.8274553433223177;0.1670281290318129;0.0055165276458692585	UNDEFINED	28465189	28465189|5|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
886581	PMID:26499759:pubtator_title_and_abstract:1b421e4bde34b2c698f76b64b3ea6fa9:9:p53:p21:1247:1277	Overexpression of miR-22 activated [TF] and its downstream target [TG] and PUMA, and the apoptosis markers cleaved CASP3 and PARP, and inhibited epithelial-mesenchymal transition (EMT).	p53	p21	7157	1026	1247	1277			0.9844436874230696	Valid	0.9816449745611064;0.014259892121708924;0.0040951333171846144	UNDEFINED	26499759	26499759|9|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1077673	PMID:19139726:pubtator_title_and_abstract:ab6be7f749e513a7e33394ae524d5666:4:hypoxia-inducible-factor (HIF)-1alpha:p21:895:1006	Gene-expression profiling and a systems biology analysis identified activation of intracellular vascular endothelial growth factor (VEGF) signaling and hypoxia response pathways in progressive patients, which was associated with upregulation of [TF] and several HIF target genes, such as transferrin, transferrin-receptor, [TG], and VEGF-receptor 1, but downregulation of VEGF-A. The inverse expression levels of HIF-1alpha and VEGF-A were significantly superior in predicting clinical outcome as compared with proteinuria, renal function, and degree of tubular atrophy and interstitial fibrosis at the time of biopsy.	hypoxia-inducible-factor (HIF)-1alpha	p21	3091	1026	895	1006			0.9844431178229678	Valid	0.8886340383896397;0.10908946256206857;0.002276499048291719	UNDEFINED	19139726	19139726|4|3091|644914	False	HIF1A	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
321401	PMID:33987937:pubtator_title_and_abstract:c480424c9aa65eb0f47d1d23ae81d884:0:p53:p21:125:141	Lovastatin reduces PEL cell survival by phosphorylating ERK1/2 that blocks the autophagic flux and engages a cross-talk with [TF] to activate [TG].	p53	p21	7157	1026	125	141			0.9844407205309094	Valid	0.0439811950160834;0.9533614302194288;0.0026573747644879483	ACTIVATION	33987937	33987937|0|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
454066	PMID:23028803:pubtator_title_and_abstract:f4d33e3603c31f13567b402ea635c510:9:MYC:p21:1207:1385	We further identified [TF] as a regulator of miR-106b-93-25 cluster and demonstrated its down-regulation in the presence of TSA resulted in the reduction of miR-106b-93-25 cluster and up-regulation of [TG] and BIM.	MYC	p21	4609	1026	1207	1385			0.9844371193451767	Valid	0.03140661323912852;0.21807046297258428;0.7505229237882872	REPRESSION	23028803	23028803|9|4609|644914	False	MYC	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
5137	PMID:31930114:pubtator_title_and_abstract:7537d962355c76bdfcad5550b6de2794:8:TRIB2:p21:758:823	At last, we reported that [TF] could inhibit the bioactivity of the tumor suppressor gene [TG] via blocking its transcriptional activity.	TRIB2	p21	28951	1026	758	823			0.9844104337208702	Valid	0.0020009363172336864;0.004508656605594368;0.993490407077172	REPRESSION	31930114	31930114|8|28951|644914	False	TRIB2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
826860	PMID:14715082:pubtator_title_and_abstract:095108dd9ac7afb249aed2d0be5d4105:7:ERK:p21:1059:1155	Histidine limitation caused an increase in the phosphorylation of ERK1/ERK2 (extracellular-signal-regulated kinase), and inhibition of the [TF] signal transduction pathway resulted in a reduction in the starvation-dependent increase in [TG] mRNA.	ERK	p21	5594	1026	1059	1155			0.984406049754192	Valid	0.0013720435920703757;0.9940234244201067;0.004604531987822867	ACTIVATION	14715082	14715082|7|5594|644914	False	MAPK1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
812916	PMID:26814075:pubtator_title_and_abstract:073b47bc14640ede627d2a2e0fae55e9:5:Akt:p21:451:602	The activation of PI3K/[TF] signaling pathway and downstream target genes expression level of glycogen synthase kinase 3 beta (GSK-3beta), and cell cycle protein (Cyclin D1), [TG], C-myc, Survivin were assayed by Western blot.	Akt	p21	207	1026	451	602			0.9843995465883032	Valid	0.8253077561093306;0.170831937447363;0.0038603064433065043	UNDEFINED	26814075	26814075|5|207|644914	False	AKT1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
405993	PMID:26499944:pubtator_title_and_abstract:ee6a6deef6f6c63831b65615ccb4ee18:9:HMGB1:p21:1645:1770	Collectively, these findings indicated that [TF] promoted HCC progression partly by enhancing the ERK1/2 and NF-kappaB pathways, upregulating MMP-2, and downregulating [TG] via an ERK/c-Myc pathway.	HMGB1	p21	3146	1026	1645	1770			0.9843889945468736	Valid	0.0013083659631246561;0.0032744144839954884;0.9954172195528798	REPRESSION	26499944	26499944|9|3146|644914	False	HMGB1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
249638	PMID:28284059:pubtator_title_and_abstract:bc2ec22cab9e882301f36e36c3a0b7b8:11:p53:p21:1720:1732	Sensitivity to RITA appeared independent of p53 status and was associated with an increase in antiproliferative response to 5FU and oxaliplatin, a transcriptional increase of [TF] targets [TG] and NOXA, and a decrease in MYC mRNA.	p53	p21	7157	1026	1720	1732			0.9843731771519826	Valid	0.8871729120448838;0.10640646484257608;0.00642062311254009	UNDEFINED	28284059	28284059|11|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
348062	PMID:32437091:pubtator_title_and_abstract:c1f4ef070337f87adba053f5b6427719:8:AKT:p21:1075:1109	Moreover, endogenous Fbxw7 downregulates SIK2 protein level for controlling cell cycle progression, possibly by interfering the SIK2/TORC2/[TF] signaling pathway to modulate [TG] expression.	AKT	p21	207	1026	1075	1109			0.9843700869795045	Valid	0.9647432821917838;0.025510042212491445;0.009746675595724735	UNDEFINED	32437091	32437091|8|207|644914	False	AKT1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
657789	PMID:26217035:pubtator_title_and_abstract:96703b1b0077cf86c3cb6c9386ad17bf:12:JunB:p21:1579:1594	Taken together, these results suggest that, although [TF] represses [TG] promoter activity, c-Abl phosphorylates JunB and conversely inhibits its suppressive role on p21 promoter activity upon Adriamycin stimulation.	JunB	p21	3726	1026	1579	1594			0.9843538725239426	Valid	0.0011540478899404484;0.0030632176272794567;0.9957827344827801	REPRESSION	26217035	26217035|12|3726|644914	False	JUNB	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
796933	PMID:12468551:pubtator_title_and_abstract:a2e75cd123353f2f116353841cec9099:9:TSC-22:p21:1150:1212	Cells transfected with wild-type [TF] exhibited reduced growth rates and increased levels of [TG] compared with vector-transfected cells.	TSC-22	p21	8848	1026	1150	1212			0.9843450004244688	Valid	0.006103131099012889;0.9914168073028152;0.002480061598171836	ACTIVATION	12468551	12468551|9|8848|644914	False	TSC22D1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
366372	PMID:22227369:pubtator_title_and_abstract:2ae03f0a11060218cc9b0c45ebf2ba56:10:Ubc9:p21:1421:1512	Moreover, wild-type [TF] but not Ubc9 (C93S) further potentiated the suppression of SUMO-1 in all Zac1-induced [TG] promoter activities.	Ubc9	p21	7329	1026	1421	1512	7329	1440	0.9843301560079768	Valid	0.1873007727695619;0.46911285169890204;0.3435863755315361	ACTIVATION	22227369	22227369|10|7329|644914	True	UBE2I	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
898663	PMID:22310290:pubtator_title_and_abstract:5ab24bb02a0024f3b2d830f35527cba5:6:TGF-beta:p21:832:903	Knockdown of CBL expression resulted in the increased expression of [TF] target genes, PAI-I and CDK inhibitors such as p15(INK4b) and [TG](Cip1).	TGF-beta	p21	7040	1026	832	903			0.9843251631009844	Valid	0.421120794341641;0.036073812836718455;0.5428053928216406	REPRESSION	22310290	22310290|6|7040|644914	False	TGFB1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
272467	PMID:23949224:pubtator_title_and_abstract:9a89de2eac30c8b10b896b6ca63a3fef:4:AP4:p21:525:472	Senescence was accompanied by induction of the cyclin-dependent kinase inhibitor-encoding genes p16, a known tumor suppressor, and [TG], a previously described target for repression by [TF].	AP4	p21	7023	1026	525	472			0.98431766988485	Valid	0.0016989438000337349;0.0028592385438060697;0.9954418176561601	REPRESSION	23949224	23949224|4|7023|644914	False	TFAP4	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
452345	PMID:30305627:pubtator_title_and_abstract:9481df1c0253055136fef965112bea94:6:p53:p21:953:981	Of special significance, we show that MSK1 directly interacts with [TF] and is recruited to the [TG] promoter, where it phosphorylates histone H3 in a p53-dependent manner.	p53	p21	7157	1026	953	981			0.98431129613084	Valid	0.9962102615605113;0.002394814032996528;0.0013949244064921343	UNDEFINED	30305627	30305627|6|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
87525	PMID:27502069:pubtator_title_and_abstract:c067098235403cba35f8ae2b739b392d:5:epidermal growth factor receptor:p21:602:783	The variants of [TF] (EGFR; rs2227983 and rs6950826) and spectrin repeat containing, nuclear envelope 2 (SYNE2; rs8010699, rs4027405 and rs1890908) were associated with [TG] expression.	epidermal growth factor receptor	p21	1956	1026	602	783	1956;1956;23224;23224;23224	642;656;726;737;751	0.9843083412163676	Valid	0.9900973375506876;0.005909733107792859;0.003992929341519543	UNDEFINED	27502069	27502069|5|1956|644914	True	EGFR	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
468442	PMID:31432132:pubtator_title_and_abstract:0f0ddd25b26a12f85f0da458623b89fa:7:TGF-beta1:p21:620:766	The present study demonstrated that treatment with [TF] induced PDLSC senescence, characterized by increases in senescence-associated beta-galactosidase activity and elevation of both p16 and [TG] expression.	TGF-beta1	p21	7040	1026	620	766			0.984308164456462	Valid	0.03220755583491092;0.752296859561386;0.21549558460370308	ACTIVATION	31432132	31432132|7|7040|644914	False	TGFB1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
794566	PMID:16460827:pubtator_title_and_abstract:2de5216653f692620f165b8c18e0ba1d:5:Rta:p21:700:791	These interactions seem to enhance Rta sumoylation as transfecting plasmids expressing PIASxalpha, PIASxbeta, Ubc9, or SUMO-1 increase the capacity of [TF] to transactivate a promoter that contains an Rta-response element and the promoters of [TG] and BNLF1 in transient transfection assay.	Rta	p21	23543	1026	700	791			0.9843075126373756	Valid	0.004225243424457049;0.9945321867410168;0.001242569834526167	ACTIVATION	16460827	16460827|5|23543|644914	False	RBFOX2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
831658	PMID:37956480:pubtator_title_and_abstract:53e07e3f5e565f981cb34cabfba81e8c:11:high mobility group box 1:p21:1228:1311	Thus, Celastrol induces premature ovarian insufficiency and apoptosis in granulosa cells by directly binding to [TF] and interfering with its biological function to regulate [TG] transcription.	high mobility group box 1	p21	3146	1026	1228	1311			0.9842826518353788	Valid	0.9966725211347803;0.0016157164761651927;0.0017117623890543943	UNDEFINED	37956480	37956480|11|3146|644914	False	HMGB1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
849492	PMID:17938176:pubtator_title_and_abstract:ffde971e0cdc3bd50645ce8876c865ee:9:p53:p21:1186:1205	In addition, we demonstrated that the impaired induction of p21 upon Brg1 knockdown is at least in part due to decreased [TF] binding to the [TG] promoter. Taken together, we provided evidence that Brg1 is preferentially recruited by p53 for inducing a subset of target genes through chromatin remodeling.	p53	p21	7157	1026	1186	1205			0.984279568026898	Valid	0.11693042591513751;0.8738397977560963;0.009229776328766178	ACTIVATION	17938176	17938176|9|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1031827	PMID:25486469:pubtator_title_and_abstract:c6dec145c08ed297604982405c90b9da:4:p53:p21:525:551	We recently reported the overexpression and delocalization of the class III histone deacetylase SIRT1 in melanoma, and demonstrated that its small molecule inhibition via Tenovin-1 decreased cell growth and viability of melanoma cells, possibly by a [TF] mediated induction of [TG].	p53	p21	7157	1026	525	551			0.9842725184039932	Valid	0.012500177515723302;0.9690303004357063;0.01846952204857056	ACTIVATION	25486469	25486469|4|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
959109	PMID:29367109:pubtator_title_and_abstract:1018b10b004f23dfd85596d1d76ef62f:11:p53:p21:1416:1375	In summary, WIP1 promotes CRC proliferation through [TG] and mTOR, both downstream targets of [TF]; NF-kappaB served as a positive transcriptional regulator of WIP1 to activate its expression and affect its function in CRC cells.	p53	p21	7157	1026	1416	1375			0.9842668410222276	Valid	0.8847100678477167;0.10596996892435856;0.00931996322792474	UNDEFINED	29367109	29367109|11|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
463980	PMID:16580634:pubtator_title_and_abstract:8ad00393e31fdbc8ae1f59b95e3a061b:0:GATA-6:p21:77:34	The tumor suppressor LKB1 induces [TG] expression in collaboration with LMO4, [TF], and Ldb1.	GATA-6	p21	2627	1026	77	34			0.9842659364416674	Valid	0.005252559097519449;0.9935125604881117;0.0012348804143688717	ACTIVATION	16580634	16580634|0|2627|644914	False	GATA6	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
528812	PMID:27716272:pubtator_title_and_abstract:fd73270ff4b5aeac3a6de225f9fa0fd4:12:Sp1/3:p21:1450:1364	The activity of the [TG] promoter was determined using a dual luciferase assay and DNA-binding activity of [TF] was investigated using EMSA.	Sp1/3	p21	6667;6670	1026	1450	1364			0.9842554875973392	Valid	0.9969957694823142;0.0022111651867012757;0.000793065330984453	UNDEFINED	27716272	27716272|12|6667;6670|644914	False	SP1;SP3	9606;9606	CDKN1A	9606	dbTF;dbTF	p21_to_CDKN1A
1026413	PMID:16170025:pubtator_title_and_abstract:b63c74e76506c3f6ef2d188bebce8d09:7:SMAD7:p21:1130:1189	Up-regulation of SMAD7, a TGF-beta signaling inhibitor, suggests that [TF] does not restrict the TGF-beta-mediated induction of [TG], although it may prevent up-regulation of p27.	SMAD7	p21	4092	1026	1130	1189			0.98424258795743	Valid	0.059013055440989955;0.8960527563035008;0.044934188255509225	ACTIVATION	16170025	16170025|7|4092|644914	False	SMAD7	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
1017901	PMID:31075264:pubtator_title_and_abstract:9d83f3cd15c4a4b7449f8da4fb2abc2a:11:MYC:p21:1489:1466	In summary, AFB1 markedly induces kidney damage and strongly induces S phase arrest by upregulating the expression of [TG] via PLK1, PLD1 and [TF], which represents a noval mechanism of the renal toxicity of AFB1.	MYC	p21	17869	1026	1489	1466			0.9842380928192138	Valid	0.002593103114073957;0.9961139758225563;0.0012929210633697936	ACTIVATION	31075264	31075264|11|17869|644914	False	Myc	10090	CDKN1A	9606	dbTF	p21_to_CDKN1A
55645	PMID:12388558:pubtator_title_and_abstract:06388b9ecba8712ace309945d7850e13:9:Pin1:p21:1215:1102	As a result, p53 and [TG] barely increased after DNA damage in Pin1 knock-out embryonic fibroblasts or in neoplastic cells depleted of [TF].	Pin1	p21	5300	1026	1215	1102			0.9842370072141704	Valid	0.028610080599762062;0.11875709901842757;0.8526328203818103	REPRESSION	12388558	12388558|9|5300|644914	False	PIN1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
419057	PMID:36343723:pubtator_title_and_abstract:ec9f949c9f00da55dea4752e1075f807:5:IRF5:p21:557:760	[TF] knockdown using a lentivirus carrying an shRNA in TDP-25 cells exerted a protective effect and reduced the level of the apoptosis-related protein cleaved caspase-9 and the cell cycle arrest protein [TG], while increasing the expression of the antioxidant transcription factor nuclear factor erythroid 2-related factor 2 (Nrf2) and its target molecule glutamate-cysteine ligase modulatory subunit (GCLM).	IRF5	p21	3663	1026	557	760			0.9842239964252608	Valid	0.003163047568884835;0.9673416754764617;0.029495276954653468	ACTIVATION	36343723	36343723|5|3663|644914	False	IRF5	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
