Gene ID	TF type	Symbol	TaxID	GO:0003700	GO:0003712	GO:0001098	GO:0002039	GO:0008134	GO:0042393	GO:0046332	GO:0006325	GO:0140993	GO:0006355	lambert_2018.present	Lovering_2021.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus_cofactors.present	tcof_cotf_human.present	tcof_cotf_mouse.present	TFclass_human	TFclass_mouse	TFclass_rat	updated TF type	In ExTRI	human_gene_ID	human_symbol	hgnc_id
201161	coTF	CENPV	9606								GO:0031508													coTF candidate	True	201161	CENPV	HGNC:29920
387103	coTF	CENPW	9606								GO:0034080													coTF candidate	True	387103	CENPW	HGNC:21488
216274	coTF	Cep290	10090										GO:0045893				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	80184	CEP290	HGNC:29021
80184	coTF	CEP290	9606										GO:0045893			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	80184	CEP290	HGNC:29021
23837	coTF	Cfdp1	10090								GO:0006338													coTF candidate	True	10428	CFDP1	HGNC:1873
10428	coTF	CFDP1	9606								GO:0006338													coTF candidate	True	10428	CFDP1	HGNC:1873
27221	coTF	Chaf1a	10090								GO:0006325;GO:0006334;GO:0006335													coTF candidate	True	10036	CHAF1A	HGNC:1910
10036	coTF	CHAF1A	9606								GO:0006325;GO:0006334;GO:0006335													coTF candidate	True	10036	CHAF1A	HGNC:1910
110749	coTF	Chaf1b	10090								GO:0006325;GO:0006334;GO:0006335						animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	8208	CHAF1B	HGNC:1911
8208	coTF	CHAF1B	9606						GO:0042393		GO:0006325;GO:0006334;GO:0006335					animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	8208	CHAF1B	HGNC:1911
14004	coTF	Chchd2	10090					GO:0140297					GO:0045944				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	51142	CHCHD2	HGNC:21645
51142	coTF	CHCHD2	9606					GO:0140297					GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	51142	CHCHD2	HGNC:21645
12648	coTF	Chd1	10090						GO:0042393		GO:0006325;GO:0006338;GO:0034728;GO:0140002;GO:0140658						animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1105	CHD1	HGNC:1915
1105	coTF	CHD1	9606						GO:0042393		GO:0006325;GO:0006338;GO:0034728;GO:0140002;GO:0140658					animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	1105	CHD1	HGNC:1915
68058	coTF	Chd1l	10090								GO:0006338;GO:0140566;GO:0140658						animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	9557	CHD1L	HGNC:1916
9557	coTF	CHD1L	9606								GO:0006338;GO:0140566;GO:0140658					animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	9557	CHD1L	HGNC:1916
244059	coTF	Chd2	10090						GO:0042393		GO:0006325;GO:0034728;GO:0140658													coTF candidate	True	1106	CHD2	HGNC:1917
1106	coTF	CHD2	9606						GO:0042393		GO:0006325;GO:0006338;GO:0034728;GO:0140658													coTF candidate	True	1106	CHD2	HGNC:1917
1107	coTF	CHD3	9606						GO:0042393		GO:0006325;GO:0006338;GO:0140658		GO:0000122;GO:0006355;GO:0045892;GO:0045893			animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	1107	CHD3	HGNC:1918
107932	coTF	Chd4	10090					GO:0140297	GO:0042393		GO:0006325;GO:0006338;GO:0140658		GO:0000122;GO:0003714;GO:0045892;GO:0045893				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1108	CHD4	HGNC:1919
269610	coTF	Chd5	10090						GO:0042393		GO:0006325;GO:0006338;GO:0035092;GO:0061628;GO:0140658		GO:0000122											coTF candidate	True	26038	CHD5	HGNC:16816
26038	coTF	CHD5	9606						GO:0042393		GO:0006325;GO:0006338;GO:0035092;GO:0061628;GO:0140658		GO:0006357											coTF candidate	True	26038	CHD5	HGNC:16816
84181	coTF	CHD6	9606					GO:0001221	GO:0042393		GO:0006325;GO:0006338;GO:0140658		GO:0045944			animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	84181	CHD6	HGNC:19057
320790	coTF	Chd7	10090						GO:0042393		GO:0006325;GO:0006338;GO:0140658		GO:0045944				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	55636	CHD7	HGNC:20626
55636	coTF	CHD7	9606						GO:0042393		GO:0006325;GO:0006338;GO:0140658		GO:0006355;GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	55636	CHD7	HGNC:20626
67772	coTF	Chd8	10090				GO:0002039		GO:0042393		GO:0006325;GO:0006338;GO:0140002;GO:0140658		GO:0000122;GO:0045892;GO:0045893;GO:0045944;GO:0045945				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	57680	CHD8	HGNC:20153
57680	coTF	CHD8	9606				GO:0002039		GO:0042393		GO:0006325;GO:0006338;GO:0140002;GO:0140658		GO:0000122;GO:0045892;GO:0045893;GO:0045944;GO:0045945			animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	57680	CHD8	HGNC:20153
109151	coTF	Chd9	10090								GO:0006325						animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	80205	CHD9	HGNC:25701
307726	coTF	Chd9	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	80205	CHD9	HGNC:25701
80205	coTF	CHD9	9606								GO:0006325					animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	80205	CHD9	HGNC:25701
12649	coTF	Chek1	10090								GO:0006338;GO:0035402;GO:0045814	GO:0035402					animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	1111	CHEK1	HGNC:1925
140583	coTF	Chek1	10116								GO:0006338;GO:0035402;GO:0045814	GO:0035402												coTF candidate	True	1111	CHEK1	HGNC:1925
1111	coTF	CHEK1	9606								GO:0006338;GO:0035402;GO:0045814	GO:0035402				animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1111	CHEK1	HGNC:1925
50883	coTF	Chek2	10090										GO:0006355;GO:0045893				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	11200	CHEK2	HGNC:16627
114212	coTF	Chek2	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	11200	CHEK2	HGNC:16627
11200	coTF	CHEK2	9606										GO:0006355;GO:0045893			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	11200	CHEK2	HGNC:16627
5119	coTF	CHMP1A	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	5119	CHMP1A	HGNC:8740
54108	coTF	CHRAC1	9606								GO:0006334;GO:0006338					animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	54108	CHRAC1	HGNC:13544
26097	coTF	CHTOP	9606								GO:0006338					animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	26097	CHTOP	HGNC:24511
12675	coTF	Chuk	10090										GO:0006357;GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	1147	CHUK	HGNC:1974
309361	coTF	Chuk	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1147	CHUK	HGNC:1974
1147	coTF	CHUK	9606										GO:0032088;GO:0045944;GO:0051092			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1147	CHUK	HGNC:1974
12683	coTF	Cidea	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1149	CIDEA	HGNC:1976
291541	coTF	Cidea	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1149	CIDEA	HGNC:1976
1149	coTF	CIDEA	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1149	CIDEA	HGNC:1976
12265	coTF	Ciita	10090										GO:0000122;GO:0003713;GO:0003714;GO:0006355;GO:0045892;GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	4261	CIITA	HGNC:7067
85483	coTF	Ciita	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	4261	CIITA	HGNC:7067
217732	coTF	Cipc	10090										GO:0045892							tcof_cotf_mouse				coTF candidate	True	85457	CIPC	HGNC:20365
85457	coTF	CIPC	9606										GO:0045892						tcof_cotf_human					coTF candidate	True	85457	CIPC	HGNC:20365
9541	coTF	CIRSR	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	9541	CIR1	HGNC:24217
83620	coTF	Cit	10116					GO:0001223																coTF candidate	True	11113	CIT	HGNC:1985
11113	coTF	CIT	9606					GO:0001223																coTF candidate	True	11113	CIT	HGNC:1985
64466	coTF	Cited1	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	4435	CITED1	HGNC:1986
114490	coTF	Cited2	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	10370	CITED2	HGNC:1987
54124	coTF	Cks1b	10090						GO:0042393				GO:0006355											coTF candidate	True	1163	CKS1B	HGNC:19083
1163	coTF	CKS1B	9606						GO:0042393															coTF candidate	True	1163	CKS1B	HGNC:19083
66197	coTF	Cks2	10090						GO:0042393				GO:0006357											coTF candidate	True	1164	CKS2	HGNC:2000
1164	coTF	CKS2	9606						GO:0042393				GO:0006357											coTF candidate	True	1164	CKS2	HGNC:2000
12759	ll_coTF	Clu	10090										GO:0051092				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1191	CLU	HGNC:2095
24854	ll_coTF	Clu	10116										GO:0051092					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1191	CLU	HGNC:2095
1191	ll_coTF	CLU	9606										GO:0051092			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1191	CLU	HGNC:2095
12785	coTF	Cnbp	10090										GO:0000122;GO:0045893;GO:0045944											coTF candidate	True	7555	CNBP	HGNC:13164
7555	coTF	CNBP	9606										GO:0000122;GO:0006355;GO:0045893;GO:0045944						tcof_cotf_human					coTF candidate	True	7555	CNBP	HGNC:13164
234594	coTF	Cnot1	10090					GO:0030331;GO:0042974					GO:0000122				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	23019	CNOT1	HGNC:7877
23019	coTF	CNOT1	9606					GO:0030331;GO:0042974					GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	23019	CNOT1	HGNC:7877
72068	coTF	Cnot2	10090					GO:0001222					GO:0000122;GO:0006355				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	4848	CNOT2	HGNC:7878
232791	coTF	Cnot3	10090										GO:0006355				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	4849	CNOT3	HGNC:7879
4849	coTF	CNOT3	9606										GO:0006355			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	4849	CNOT3	HGNC:7879
231464	coTF	Cnot6l	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	246175	CNOT6L	HGNC:18042
246175	coTF	CNOT6L	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	246175	CNOT6L	HGNC:18042
69125	coTF	Cnot8	10090														animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	9337	CNOT8	HGNC:9207
9337	coTF	CNOT8	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	9337	CNOT8	HGNC:9207
12843	ll_coTF	Col1a2	10090							GO:0046332														coTF candidate	True	1278	COL1A2	HGNC:2198
84352	ll_coTF	Col1a2	10116							GO:0046332														coTF candidate	True	1278	COL1A2	HGNC:2198
1278	ll_coTF	COL1A2	9606							GO:0046332														coTF candidate	True	1278	COL1A2	HGNC:2198
12825	ll_coTF	Col3a1	10090							GO:0046332														coTF candidate	True	1281	COL3A1	HGNC:2201
84032	ll_coTF	Col3a1	10116							GO:0046332														coTF candidate	True	1281	COL3A1	HGNC:2201
1281	ll_coTF	COL3A1	9606							GO:0046332														coTF candidate	True	1281	COL3A1	HGNC:2201
12832	ll_coTF	Col5a2	10090							GO:0046332														coTF candidate	True	1290	COL5A2	HGNC:2210
1290	ll_coTF	COL5A2	9606							GO:0046332														coTF candidate	True	1290	COL5A2	HGNC:2210
17846	coTF	Commd1	10090										GO:0032088				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	150684	COMMD1	HGNC:23024
150684	coTF	COMMD1	9606										GO:0032088			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	150684	COMMD1	HGNC:23024
51397	coTF	COMMD10	9606																tcof_cotf_human					coTF candidate	True	51397	COMMD10	HGNC:30201
23412	coTF	COMMD3	9606																tcof_cotf_human					coTF candidate	True	23412	COMMD3	HGNC:23332
28991	coTF	COMMD5	9606																tcof_cotf_human					coTF candidate	True	28991	COMMD5	HGNC:17902
99311	coTF	Commd7	10090					GO:0051059					GO:0045892											coTF candidate	True	149951	COMMD7	HGNC:16223
149951	coTF	COMMD7	9606					GO:0051059					GO:0032088;GO:0045892											coTF candidate	True	149951	COMMD7	HGNC:16223
29099	coTF	COMMD9	9606																tcof_cotf_human					coTF candidate	True	29099	COMMD9	HGNC:25014
66423	coTF	Coprs	10090						GO:0042393		GO:0006325;GO:0006338						animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	55352	COPRS	HGNC:28848
55352	coTF	COPRS	9606						GO:0042393		GO:0006325;GO:0006338					animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	55352	COPRS	HGNC:28848
8904	coTF	CPNE1	9606					GO:0051059																coTF candidate	True	8904	CPNE1	HGNC:2314
1382	coTF	CRABP2	9606										GO:0006355						tcof_cotf_human					coTF candidate	True	1382	CRABP2	HGNC:2339
433375	coTF	Creg1	10090										GO:0006355				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	8804	CREG1	HGNC:2351
289185	coTF	Creg1	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	8804	CREG1	HGNC:2351
12928	coTF	Crk	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1398	CRK	HGNC:2362
54245	coTF	Crk	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1398	CRK	HGNC:2362
1398	coTF	CRK	9606										GO:0006357			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1398	CRK	HGNC:2362
12929	coTF	Crkl	10090					GO:0061629																coTF candidate	True	1399	CRKL	HGNC:2363
287942	coTF	Crkl	10116					GO:0061629																coTF candidate	True	1399	CRKL	HGNC:2363
1399	coTF	CRKL	9606					GO:0061629																coTF candidate	True	1399	CRKL	HGNC:2363
12952	coTF	Cry1	10090					GO:0016922;GO:0140297					GO:0000122;GO:0045892				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	1407	CRY1	HGNC:2384
299691	coTF	Cry1	10116					GO:0016922;GO:0140297					GO:0000122;GO:0045892					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1407	CRY1	HGNC:2384
1407	coTF	CRY1	9606					GO:0016922;GO:0140297					GO:0000122;GO:0045892			animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	1407	CRY1	HGNC:2384
12953	coTF	Cry2	10090					GO:0016922					GO:0000122;GO:0045892				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	1408	CRY2	HGNC:2385
170917	coTF	Cry2	10116					GO:0016922					GO:0000122;GO:0045892					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1408	CRY2	HGNC:2385
1408	coTF	CRY2	9606					GO:0016922					GO:0000122;GO:0045892											coTF candidate	True	1408	CRY2	HGNC:2385
1457	coTF	CSNK2A1	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1457	CSNK2A1	HGNC:2457
13000	coTF	Csnk2a2	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1459	CSNK2A2	HGNC:2459
307641	coTF	Csnk2a2	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1459	CSNK2A2	HGNC:2459
1459	coTF	CSNK2A2	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1459	CSNK2A2	HGNC:2459
81650	coTF	Csnk2b	10116					GO:0061629																coTF candidate	True	1460	CSNK2B	HGNC:2460
1460	coTF	CSNK2B	9606					GO:0061629																coTF candidate	True	1460	CSNK2B	HGNC:2460
13009	coTF	Csrp3	10090					GO:0043426;GO:0061629					GO:0045944				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	8048	CSRP3	HGNC:2472
117505	coTF	Csrp3	10116					GO:0043426;GO:0061629					GO:0045944;GO:0051091					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	8048	CSRP3	HGNC:2472
8048	coTF	CSRP3	9606										GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	8048	CSRP3	HGNC:2472
67655	coTF	Ctdp1	10090			GO:0001096		GO:0001096;GO:0030957					GO:0006357;GO:0008420				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	9150	CTDP1	HGNC:2498
9150	coTF	CTDP1	9606			GO:0001096		GO:0001096;GO:0030957					GO:0006357;GO:0008420			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	9150	CTDP1	HGNC:2498
58190	coTF	CTDSP1	9606										GO:0006357;GO:0008420			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	58190	CTDSP1	HGNC:21614
51496	coTF	CTDSPL2	9606										GO:0006357;GO:0008420						tcof_cotf_human					coTF candidate	True	51496	CTDSPL2	HGNC:26936
107869	coTF	Cth	10090										GO:0051092				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1491	CTH	HGNC:2501
24962	coTF	Cth	10116										GO:0051092					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1491	CTH	HGNC:2501
1491	coTF	CTH	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1491	CTH	HGNC:2501
67087	coTF	Ctnnbip1	10090					GO:0001223					GO:0000122;GO:0060633				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	56998	CTNNBIP1	HGNC:16913
56998	coTF	CTNNBIP1	9606					GO:0001223					GO:0000122;GO:0060633			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	56998	CTNNBIP1	HGNC:16913
12388	coTF	Ctnnd1	10090										GO:0000122				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	1500	CTNND1	HGNC:2515
1500	coTF	CTNND1	9606										GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1500	CTNND1	HGNC:2515
18163	coTF	Ctnnd2	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1501	CTNND2	HGNC:2516
1501	coTF	CTNND2	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1501	CTNND2	HGNC:2516
22083	coTF	Ctr9	10090			GO:0000993					GO:0006325;GO:0045814		GO:0000122;GO:0006355;GO:0006357;GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	9646	CTR9	HGNC:16850
9646	coTF	CTR9	9606			GO:0000993					GO:0006325;GO:0045814		GO:0000122;GO:0006355;GO:0006357;GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	9646	CTR9	HGNC:16850
1514	coTF	CTSL	9606						GO:0042393															coTF candidate	True	1514	CTSL	HGNC:2537
25697	coTF	Ctsl	10116						GO:0042393															coTF candidate	True	1515	CTSV	HGNC:2538
8453	coTF	CUL2	9606																tcof_cotf_human					coTF candidate	True	8453	CUL2	HGNC:2552
26554	coTF	Cul3	10090										GO:0000122;GO:0006357							tcof_cotf_mouse				coTF candidate	True	8452	CUL3	HGNC:2553
301555	coTF	Cul3	10116										GO:0000122;GO:0006357											coTF candidate	True	8452	CUL3	HGNC:2553
8452	coTF	CUL3	9606										GO:0000122;GO:0006357						tcof_cotf_human					coTF candidate	True	8452	CUL3	HGNC:2553
67393	dbTF	Cxxc5	10090					GO:0140297					GO:0000122				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	51523	CXXC5	HGNC:26943
291670	dbTF	Cxxc5	10116					GO:0140297					GO:0000122											coTF candidate	True	51523	CXXC5	HGNC:26943
13132	coTF	Dab2	10090										GO:0000122;GO:0032968;GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	1601	DAB2	HGNC:2662
79128	coTF	Dab2	10116							GO:0046332			GO:0000122;GO:0032968;GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1601	DAB2	HGNC:2662
1601	coTF	DAB2	9606							GO:0046332			GO:0000122;GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1601	DAB2	HGNC:2662
59036	coTF	Dact1	10090										GO:0000122				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	51339	DACT1	HGNC:17748
500666	coTF	Dact1	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	51339	DACT1	HGNC:17748
51339	coTF	DACT1	9606					GO:0061629					GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	51339	DACT1	HGNC:17748
240025	coTF	Dact2	10090					GO:0008134																coTF candidate	True	168002	DACT2	HGNC:21231
168002	coTF	DACT2	9606					GO:0008134																coTF candidate	True	168002	DACT2	HGNC:21231
13144	coTF	Dapk3	10090								GO:0006325						animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	1613	DAPK3	HGNC:2676
64391	coTF	Dapk3	10116					GO:0140297			GO:0006325							animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	1613	DAPK3	HGNC:2676
1613	coTF	DAPK3	9606					GO:0008140			GO:0006325		GO:0006355			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1613	DAPK3	HGNC:2676
321006	coTF	Dcaf1	10090					GO:0030331			GO:0006325;GO:0006338;GO:1990244	GO:1990244	GO:0000122				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	9730	DCAF1	HGNC:30911
315987	coTF	Dcaf1	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	9730	DCAF1	HGNC:30911
9730	coTF	DCAF1	9606					GO:0030331			GO:0006325;GO:0006338;GO:1990244	GO:1990244	GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	9730	DCAF1	HGNC:30911
25879	coTF	DCAF13	9606					GO:0030331			GO:0044725													coTF candidate	True	25879	DCAF13	HGNC:24535
13176	coTF	Dcc	10090										GO:0003713;GO:0045893				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1630	DCC	HGNC:2701
1630	coTF	DCC	9606													animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	1630	DCC	HGNC:2701
13194	coTF	Ddb1	10090								GO:0044725													coTF candidate	True	1642	DDB1	HGNC:2717
1642	coTF	DDB1	9606								GO:0044725													coTF candidate	True	1642	DDB1	HGNC:2717
77006	coTF	Ddrgk1	10090										GO:0045944;GO:0051092											coTF candidate	True	65992	DDRGK1	HGNC:16110
65992	coTF	DDRGK1	9606										GO:0045944;GO:0051092											coTF candidate	True	65992	DDRGK1	HGNC:16110
1663	coTF	DDX11	9606								GO:1990700		GO:1901838											coTF candidate	True	1663	DDX11	HGNC:2736
67040	coTF	Ddx17	10090										GO:0003713;GO:0006357;GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	True	10521	DDX17	HGNC:2740
53975	coTF	Ddx20	10090					GO:0140297					GO:0000122;GO:0045892				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	11218	DDX20	HGNC:2743
11218	coTF	DDX20	9606					GO:0140297					GO:0000122;GO:0045892			animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	11218	DDX20	HGNC:2743
56200	coTF	Ddx21	10090								GO:0006338;GO:0062176		GO:0045943;GO:0045944;GO:0045945											coTF candidate	True	9188	DDX21	HGNC:2744
9188	coTF	DDX21	9606								GO:0006338;GO:0062176		GO:0016479;GO:0045943;GO:0045944;GO:0045945											coTF candidate	True	9188	DDX21	HGNC:2744
9416	coTF	DDX23	9606								GO:0062176													coTF candidate	True	9416	DDX23	HGNC:17347
53817	coTF	Ddx39b	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	7919	DDX39B	HGNC:13917
7919	coTF	DDX39B	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	7919	DDX39B	HGNC:13917
13205	coTF	Ddx3x	10090					GO:0008134					GO:0045944											coTF candidate	True	1654	DDX3X	HGNC:2745
1654	coTF	DDX3X	9606					GO:0008134					GO:0045944											coTF candidate	True	1654	DDX3X	HGNC:2745
13206	coTF	Ddx4	10090								GO:0141006;GO:0141196													coTF candidate	True	54514	DDX4	HGNC:18700
54514	coTF	DDX4	9606								GO:0141006;GO:0141196													coTF candidate	True	54514	DDX4	HGNC:18700
1655	coTF	DDX5	9606					GO:0050681		GO:0046332;GO:0070412			GO:0000122;GO:0006357;GO:1902893			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1655	DDX5	HGNC:2746
360815	coTF	Ddx54	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	79039	DDX54	HGNC:20084
110052	coTF	Dek	10090						GO:0042393		GO:0006325;GO:0006338		GO:0045943;GO:0045944;GO:0045945				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	7913	DEK	HGNC:2768
306817	coTF	Dek	10116						GO:0042393		GO:0006325		GO:0045945					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	True	7913	DEK	HGNC:2768
7913	coTF	DEK	9606						GO:0042393		GO:0006325;GO:0006338		GO:0006357;GO:0045943;GO:0045944;GO:0045945			animal_tfdb_Homo_sapiens_cofactors								coTF candidate	True	7913	DEK	HGNC:2768
76131	coTF	Depdc1a	10090										GO:0045892				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	55635	DEPDC1	HGNC:22949
55635	coTF	DEPDC1	9606										GO:0045892			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	55635	DEPDC1	HGNC:22949
110524	coTF	Dgkq	10090					GO:0140297					GO:0006357				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	1609	DGKQ	HGNC:2856
1609	coTF	DGKQ	9606					GO:0140297					GO:0006357			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	1609	DGKQ	HGNC:2856
1719	coTF	DHFR	9606																tcof_cotf_human					coTF candidate	True	1719	DHFR	HGNC:2861
216877	coTF	Dhx33	10090					GO:0140297					GO:0045943;GO:0051092				animal_tfdb_Mus_musculus_cofactors							coTF candidate	True	56919	DHX33	HGNC:16718
56919	coTF	DHX33	9606					GO:0140297					GO:0045943;GO:0051092			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	True	56919	DHX33	HGNC:16718
