Gene ID	Symbol	TaxID	GO:0003700	GO:0003712	GO:0001098	GO:0002039	GO:0008134	GO:0042393	GO:0046332	GO:0006325	GO:0140993	GO:0006355	lambert_2018.present	Lovering_2021.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus_cofactors.present	tcof_cotf_human.present	tcof_cotf_mouse.present	TFclass_human	TFclass_mouse	TFclass_rat	TF type	human_entrez_gene	hgnc_id	human_symbol
22980	TCF25	9606																		TFclass_human.present			dbTF	22980	HGNC:29181	TCF25
21423	Tcf3	10090	GO:0000981;GO:0001228;GO:0003700				GO:0043425			GO:0006338		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0051091									TFclass_mouse.present		dbTF	6929	HGNC:11633	TCF3
6929	TCF3	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700				GO:0043425;GO:0061629;GO:0140297					GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0051091	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	6929	HGNC:11633	TCF3
6925	TCF4	9606	GO:0000981;GO:0001228;GO:0003700		GO:0001093		GO:0001093					GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	6925	HGNC:11634	TCF4
21414	Tcf7	10090	GO:0000981;GO:0001217;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001217;GO:0001227;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	6932	HGNC:11639	TCF7
6932	TCF7	9606	GO:0000981;GO:0001217									GO:0000981;GO:0001217;GO:0006355;GO:0006357;GO:0045892	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	6932	HGNC:11639	TCF7
21415	Tcf7l1	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006357;GO:0045892;GO:0045944									TFclass_mouse.present		dbTF	83439	HGNC:11640	TCF7L1
83439	TCF7L1	9606	GO:0000981;GO:0003700							GO:0006325		GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	83439	HGNC:11640	TCF7L1
21416	Tcf7l2	10090	GO:0000981									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	6934	HGNC:11641	TCF7L2
679869	Tcf7l2	10116																				TFclass_rat.present	dbTF	6934	HGNC:11641	TCF7L2
6934	TCF7L2	9606	GO:0000981;GO:0001227;GO:0003700				GO:0001222;GO:0016922;GO:0061629					GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006357;GO:0045892;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	6934	HGNC:11641	TCF7L2
277353	Tcfl5	10090																			TFclass_mouse.present		dbTF	10732	HGNC:11646	TCFL5
10732	TCFL5	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	10732	HGNC:11646	TCFL5
7003	TEAD1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7003	HGNC:11714	TEAD1
21679	Tead4	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7003;7005;7004	HGNC:11714;HGNC:11716;HGNC:11717	TEAD1;TEAD3;TEAD4
21676	Tead1	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:1902895									TFclass_mouse.present		dbTF	7003;7005;7004	HGNC:11714;HGNC:11716;HGNC:11717	TEAD1;TEAD3;TEAD4
21677	Tead2	10090	GO:0000981;GO:0003700				GO:0001223					GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	8463	HGNC:11715	TEAD2
8463	TEAD2	9606	GO:0000981;GO:0003700				GO:0001223					GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	8463	HGNC:11715	TEAD2
7005	TEAD3	9606	GO:0000981;GO:0003700				GO:0061629					GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7005	HGNC:11716	TEAD3
683522	Tead4	10116																				TFclass_rat.present	dbTF	7004	HGNC:11717	TEAD4
7004	TEAD4	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7004	HGNC:11717	TEAD4
21685	Tef	10090	GO:0000981;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	7008	HGNC:11722	TEF
29362	Tef	10116	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944										TFclass_rat.present	dbTF	7008	HGNC:11722	TEF
7008	TEF	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7008	HGNC:11722	TEF
7013	TERF1	9606											lambert_2018										dbTF	7013	HGNC:11728	TERF1
7014	TERF2	9606											lambert_2018										dbTF	7014	HGNC:11729	TERF2
52463	Tet1	10090								GO:0006325;GO:0006338;GO:0040029;GO:0044029;GO:0044727		GO:0000122;GO:0045944									TFclass_mouse.present		dbTF	80312	HGNC:29484	TET1
80312	TET1	9606								GO:0006325;GO:0006338;GO:0040029;GO:0044029		GO:0000122;GO:0045944	lambert_2018							TFclass_human.present			dbTF	80312	HGNC:29484	TET1
309902	Tet1	10116																				TFclass_rat.present	dbTF	80312;200424	HGNC:29484;HGNC:28313	TET1;TET3
54790	TET2	9606								GO:0006325;GO:0040029;GO:0044029		GO:0045944	lambert_2018										dbTF	54790	HGNC:25941	TET2
194388	Tet3	10090								GO:0006325;GO:0040029;GO:0044029;GO:0044727		GO:0045944									TFclass_mouse.present		dbTF	200424	HGNC:28313	TET3
680576	Tet3	10116																				TFclass_rat.present	dbTF	200424	HGNC:28313	TET3
200424	TET3	9606								GO:0006325;GO:0040029;GO:0044029;GO:0044727		GO:0045944	lambert_2018							TFclass_human.present			dbTF	200424	HGNC:28313	TET3
21780	Tfam	10090					GO:0001223														TFclass_mouse.present		dbTF	7019	HGNC:11741	TFAM
83474	Tfam	10116					GO:0001223															TFclass_rat.present	dbTF	7019	HGNC:11741	TFAM
7019	TFAM	9606					GO:0001223													TFclass_human.present			dbTF	7019	HGNC:11741	TFAM
21418	Tfap2a	10090	GO:0000981;GO:0001227;GO:0001228;GO:0003700	GO:0003713;GO:0003714								GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003713;GO:0003714;GO:0006355;GO:0006357;GO:0010944;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7020	HGNC:11742	TFAP2A
306862	Tfap2a	10116	GO:0000981;GO:0001227;GO:0001228;GO:0003700	GO:0003713;GO:0003714								GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0003713;GO:0003714;GO:0006355;GO:0006357;GO:0010944;GO:0045892;GO:0045893;GO:0045944										TFclass_rat.present	dbTF	7020	HGNC:11742	TFAP2A
7020	TFAP2A	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0010944;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7020	HGNC:11742	TFAP2A
21419	Tfap2b	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7021	HGNC:11743	TFAP2B
7021	TFAP2B	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7021	HGNC:11743	TFAP2B
21420	Tfap2c	10090	GO:0000981;GO:0001227;GO:0001228;GO:0003700							GO:0045814		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	7022	HGNC:11744	TFAP2C
362280	Tfap2c	10116																				TFclass_rat.present	dbTF	7022	HGNC:11744	TFAP2C
7022	TFAP2C	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700							GO:0045814		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7022	HGNC:11744	TFAP2C
226896	Tfap2d	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	83741	HGNC:15581	TFAP2D
83741	TFAP2D	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	83741	HGNC:15581	TFAP2D
332937	Tfap2e	10090	GO:0001228;GO:0003700									GO:0001228;GO:0003700;GO:0006355;GO:0045944									TFclass_mouse.present		dbTF	339488	HGNC:30774	TFAP2E
339488	TFAP2E	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	339488	HGNC:30774	TFAP2E
83383	Tfap4	10090																			TFclass_mouse.present		dbTF	7023	HGNC:11745	TFAP4
7023	TFAP4	9606	GO:0000981;GO:0001228									GO:0000981;GO:0001228;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7023	HGNC:11745	TFAP4
7024	TFCP2	9606	GO:0000981;GO:0001228;GO:0003700				GO:0008134					GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7024	HGNC:11748	TFCP2
22221	Ubp1	10090	GO:0001228;GO:0003700									GO:0001228;GO:0003700;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	7024;29842;7342	HGNC:11748;HGNC:17925;HGNC:12507	TFCP2;TFCP2L1;UBP1
21422	Tfcp2	10090	GO:0001228;GO:0003700									GO:0001228;GO:0003700;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7024;29842;7342	HGNC:11748;HGNC:17925;HGNC:12507	TFCP2;TFCP2L1;UBP1
81879	Tfcp2l1	10090	GO:0001227;GO:0001228;GO:0003700									GO:0000122;GO:0001227;GO:0001228;GO:0003700;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	7024;29842;7342	HGNC:11748;HGNC:17925;HGNC:12507	TFCP2;TFCP2L1;UBP1
304741	Tfcp2l1	10116																				TFclass_rat.present	dbTF	29842	HGNC:17925	TFCP2L1
29842	TFCP2L1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	29842	HGNC:17925	TFCP2L1
7027	TFDP1	9606	GO:0000981;GO:0001228;GO:0003700				GO:0140297					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0051091	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7027	HGNC:11749	TFDP1
21781	Tfdp1	10090	GO:0000981;GO:0001228;GO:0003700				GO:0140297					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7027;51270	HGNC:11749;HGNC:24603	TFDP1;TFDP3
211586	Tfdp2	10090	GO:0000981;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045944									TFclass_mouse.present		dbTF	7029	HGNC:11751	TFDP2
7029	TFDP2	9606	GO:0000981;GO:0001228				GO:0008134					GO:0000981;GO:0001228;GO:0006355;GO:0006357;GO:0045892;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7029	HGNC:11751	TFDP2
51270	TFDP3	9606	GO:0000981				GO:0061629;GO:0140297					GO:0000981;GO:0006355;GO:0006357;GO:0043433	lambert_2018							TFclass_human.present			dbTF	51270	HGNC:24603	TFDP3
209446	Tfe3	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7030	HGNC:11752	TFE3
7030	TFE3	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7030	HGNC:11752	TFE3
21425	Tfeb	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7942	HGNC:11753	TFEB
316214	Tfeb	10116																				TFclass_rat.present	dbTF	7942	HGNC:11753	TFEB
7942	TFEB	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7942	HGNC:11753	TFEB
21426	Tfec	10090	GO:0000981;GO:0001227;GO:0001228									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	22797	HGNC:11754	TFEC
22797	TFEC	9606	GO:0000981;GO:0001227;GO:0001228									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	22797	HGNC:11754	TFEC
21815	Tgif1	10090	GO:0001227						GO:0070410			GO:0000122;GO:0001227;GO:0006355									TFclass_mouse.present		dbTF	7050	HGNC:11776	TGIF1
316742	Tgif1	10116																				TFclass_rat.present	dbTF	7050	HGNC:11776	TGIF1
7050	TGIF1	9606	GO:0000981;GO:0001227;GO:0003700						GO:0070410			GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7050	HGNC:11776	TGIF1
228839	Tgif2	10090	GO:0001227									GO:0000122;GO:0001227;GO:0006355									TFclass_mouse.present		dbTF	60436	HGNC:15764	TGIF2
60436	TGIF2	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	60436	HGNC:15764	TGIF2
90316	TGIF2LX	9606	GO:0000981;GO:0001227									GO:0000122;GO:0000981;GO:0001227;GO:0006355	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	90316	HGNC:18570	TGIF2LX
55145	THAP1	9606	GO:0000981;GO:0001227;GO:0003700									GO:0000122;GO:0000981;GO:0001227;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	55145	HGNC:20856	THAP1
59016	Thap11	10090	GO:0001227;GO:0001228									GO:0000122;GO:0001227;GO:0001228;GO:0006357;GO:0045944;GO:1903108									TFclass_mouse.present		dbTF	57215	HGNC:23194	THAP11
57215	THAP11	9606	GO:0000981;GO:0001227;GO:0001228									GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0006357;GO:0045944;GO:1903108	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	57215	HGNC:23194	THAP11
5612	THAP12	9606											lambert_2018							TFclass_human.present			dbTF	5612	HGNC:9440	THAP12
73754	Thap1	10090	GO:0001227;GO:0003700									GO:0000122;GO:0001227;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	55145;56906	HGNC:20856;HGNC:23193	THAP1;THAP10
80764	THAP7	9606					GO:0001222;GO:0140296			GO:0006325;GO:0140008;GO:0140566		GO:0000122;GO:0006355;GO:0045892	lambert_2018							TFclass_human.present			dbTF	80764	HGNC:23190	THAP7
79725	THAP9	9606											lambert_2018							TFclass_human.present			dbTF	79725	HGNC:23192	THAP9
21833	Thra	10090	GO:0000981;GO:0003700;GO:0004879				GO:0017025;GO:0140296					GO:0000122;GO:0000981;GO:0003700;GO:0004879;GO:0006355;GO:0006357;GO:0017055;GO:0045892;GO:0045944;GO:2000143									TFclass_mouse.present		dbTF	7067	HGNC:11796	THRA
81812	Thra	10116	GO:0000981;GO:0003700;GO:0004879				GO:0017025;GO:0140296					GO:0000122;GO:0000981;GO:0003700;GO:0004879;GO:0006355;GO:0006357;GO:0017055;GO:0045892;GO:0045944;GO:2000143										TFclass_rat.present	dbTF	7067	HGNC:11796	THRA
7067	THRA	9606	GO:0000981;GO:0003700;GO:0004879				GO:0017025;GO:0140296					GO:0000122;GO:0000981;GO:0003700;GO:0004879;GO:0006355;GO:0006357;GO:0017055;GO:0045892;GO:0045944;GO:2000143	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7067	HGNC:11796	THRA
21834	Thrb	10090	GO:0000981;GO:0003700;GO:0004879				GO:0001223					GO:0000122;GO:0000981;GO:0003700;GO:0004879;GO:0006355;GO:0006357;GO:0045892;GO:0045944									TFclass_mouse.present		dbTF	7068	HGNC:11799	THRB
7068	THRB	9606	GO:0000981;GO:0003700;GO:0004879				GO:0001223					GO:0000122;GO:0000981;GO:0003700;GO:0004879;GO:0006355;GO:0006357;GO:0045892;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7068	HGNC:11799	THRB
200765	TIGD1	9606											lambert_2018										dbTF	200765	HGNC:14523	TIGD1
21908	Tlx1	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	3195	HGNC:5056	TLX1
3195	TLX1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	3195	HGNC:5056	TLX1
21909	Tlx2	10090	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	3196	HGNC:5057	TLX2
3196	TLX2	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	3196	HGNC:5057	TLX2
27140	Tlx3	10090	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	30012	HGNC:13532	TLX3
30012	TLX3	9606	GO:0000981;GO:0003700									GO:0000981;GO:0003700;GO:0006355;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	30012	HGNC:13532	TLX3
7110	TMF1	9606		GO:0003713			GO:0050681					GO:0003713;GO:0045944	lambert_2018										dbTF	7110	HGNC:11870	TMF1
10210	TOPORS	9606										GO:0045893	lambert_2018		animal_tfdb_Homo_sapiens_cofactors								dbTF	10210	HGNC:21653	TOPORS
252838	Tox	10090								GO:0006325		GO:0006357;GO:0045944									TFclass_mouse.present		dbTF	9760	HGNC:18988	TOX
9760	TOX	9606								GO:0006325		GO:0006357;GO:0045944								TFclass_human.present			dbTF	9760	HGNC:18988	TOX
269389	Tox2	10090																			TFclass_mouse.present		dbTF	84969	HGNC:16095	TOX2
84969	TOX2	9606		GO:0003713								GO:0003713;GO:0006357;GO:0045944								TFclass_human.present			dbTF	84969	HGNC:16095	TOX2
244579	Tox3	10090		GO:0003713								GO:0003713;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	27324	HGNC:11972	TOX3
27324	TOX3	9606		GO:0003713								GO:0003713;GO:0006357;GO:0045944								TFclass_human.present			dbTF	27324	HGNC:11972	TOX3
268741	Tox4	10090										GO:0006357;GO:0032968;GO:0034243									TFclass_mouse.present		dbTF	9878	HGNC:20161	TOX4
9878	TOX4	9606										GO:0006357;GO:0032968;GO:0034243								TFclass_human.present			dbTF	9878	HGNC:20161	TOX4
22059	Trp53	10090																			TFclass_mouse.present		dbTF	7157	HGNC:11998	TP53
24842	Tp53	10116	GO:0000981;GO:0001227;GO:0001228;GO:0003700		GO:0001094	GO:0002039	GO:0001094;GO:0001221;GO:0001223;GO:0061629;GO:0140296			GO:0045815		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045899;GO:0045944;GO:1902895										TFclass_rat.present	dbTF	7157	HGNC:11998	TP53
7157	TP53	9606	GO:0000981;GO:0001227;GO:0001228;GO:0003700		GO:0001094	GO:0002039	GO:0001094;GO:0001223;GO:0061629;GO:0140296			GO:0045815		GO:0000122;GO:0000981;GO:0001227;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045892;GO:0045893;GO:0045899;GO:0045944;GO:1902895	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7157	HGNC:11998	TP53
8626	TP63	9606	GO:0000981;GO:0001228;GO:0003700			GO:0002039				GO:0006338		GO:0000122;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045892;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	8626	HGNC:15979	TP63
22061	Trp63	10090																			TFclass_mouse.present		dbTF	8626;7161	HGNC:15979;HGNC:12003	TP63;TP73
22062	Trp73	10090																			TFclass_mouse.present		dbTF	8626;7161	HGNC:15979;HGNC:12003	TP63;TP73
7161	TP73	9606	GO:0000981;GO:0001228;GO:0003700			GO:0002039	GO:0061629;GO:0140297					GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0045893;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7161	HGNC:12003	TP73
284355	TPRX1	9606	GO:0000981									GO:0000981;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	284355	HGNC:32174	TPRX1
224829	Trerf1	10090		GO:0003714								GO:0003713;GO:0003714;GO:0006357;GO:0045892;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	55809	HGNC:18273	TRERF1
55809	TRERF1	9606		GO:0003713;GO:0003714			GO:0001223;GO:0033142					GO:0003713;GO:0003714;GO:0006357;GO:0045892;GO:0045893;GO:0045944	lambert_2018							TFclass_human.present			dbTF	55809	HGNC:18273	TRERF1
83925	Trps1	10090	GO:0003700									GO:0000122;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	7227	HGNC:12340	TRPS1
299897	Trps1	10116																				TFclass_rat.present	dbTF	7227	HGNC:12340	TRPS1
7227	TRPS1	9606	GO:0001227;GO:0003700									GO:0000122;GO:0001227;GO:0003700;GO:0006355;GO:0006357;GO:0045892	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7227	HGNC:12340	TRPS1
498545	Tsc22d1	10116	GO:0001228	GO:0003713								GO:0001228;GO:0003713;GO:0006357;GO:0045944											dbTF	8848	HGNC:16826	TSC22D1
8848	TSC22D1	9606		GO:0003713								GO:0003713;GO:0006357;GO:0045893	lambert_2018										dbTF	8848	HGNC:16826	TSC22D1
10194	TSHZ1	9606	GO:0000981									GO:0000981;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	10194	HGNC:10669	TSHZ1
243931	Tshz3	10090	GO:0000981									GO:0000981;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	10194;128553;57616	HGNC:10669;HGNC:13010;HGNC:30700	TSHZ1;TSHZ2;TSHZ3
110796	Tshz1	10090	GO:0000981									GO:0000981;GO:0006357									TFclass_mouse.present		dbTF	10194;128553;57616	HGNC:10669;HGNC:13010;HGNC:30700	TSHZ1;TSHZ2;TSHZ3
128553	TSHZ2	9606	GO:0000981									GO:0000981;GO:0006357	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	128553	HGNC:13010	TSHZ2
57616	TSHZ3	9606	GO:0000981									GO:0000981;GO:0006357;GO:0045892	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	57616	HGNC:30700	TSHZ3
7270	TTF1	9606								GO:0006338			lambert_2018										dbTF	7270	HGNC:12397	TTF1
7291	TWIST1	9606	GO:0000981;GO:0001217;GO:0001228;GO:0003700				GO:0001221;GO:0043425;GO:0140297					GO:0000122;GO:0000981;GO:0001217;GO:0001228;GO:0003700;GO:0006357;GO:0045892;GO:0045944;GO:1902894;GO:2000144	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7291	HGNC:12428	TWIST1
13345	Twist2	10090	GO:0000981;GO:0003700									GO:0000122;GO:0000981;GO:0003700;GO:0006357;GO:0045892									TFclass_mouse.present		dbTF	7291;117581	HGNC:12428;HGNC:20670	TWIST1;TWIST2
22160	Twist1	10090	GO:0000981;GO:0001217;GO:0001228;GO:0003700				GO:0001221;GO:0043425;GO:0140297					GO:0000122;GO:0000981;GO:0001217;GO:0001228;GO:0003700;GO:0006357;GO:0045892;GO:0045944;GO:1902894;GO:2000144									TFclass_mouse.present		dbTF	7291;117581	HGNC:12428;HGNC:20670	TWIST1;TWIST2
85489	Twist1	10116																				TFclass_rat.present	dbTF	7291;117581	HGNC:12428;HGNC:20670	TWIST1;TWIST2
117581	TWIST2	9606	GO:0000981									GO:0000981;GO:0006357;GO:0045892	lambert_2018	Lovering_2021									dbTF	117581	HGNC:20670	TWIST2
83807	Ybx3	10116										GO:0000122										TFclass_rat.present	dbTF	7299;8531	HGNC:12442;HGNC:2428	TYR;YBX3
7342	UBP1	9606	GO:0000981;GO:0001228;GO:0003700									GO:0000981;GO:0001228;GO:0003700;GO:0006357;GO:0045944	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7342	HGNC:12507	UBP1
21429	Ubtf	10090										GO:0045943									TFclass_mouse.present		dbTF	7343	HGNC:12511	UBTF
7343	UBTF	9606										GO:0045943								TFclass_human.present			dbTF	7343	HGNC:12511	UBTF
546118	Ubtfl1	10090										GO:0045943									TFclass_mouse.present		dbTF	642623;643615	HGNC:14533;HGNC:35406	UBTFL1;UBTFL6
22255	Uncx	10090	GO:0000981									GO:0000981;GO:0006355;GO:0006357									TFclass_mouse.present		dbTF	340260	HGNC:33194	UNCX
22278	Usf1	10090	GO:0000981;GO:0001228;GO:0003700				GO:0043425					GO:0000430;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944									TFclass_mouse.present		dbTF	7391	HGNC:12593	USF1
7391	USF1	9606	GO:0000981;GO:0001228;GO:0003700				GO:0043425					GO:0000430;GO:0000432;GO:0000981;GO:0001228;GO:0003700;GO:0006355;GO:0006357;GO:0045893;GO:0045944;GO:0045990	lambert_2018	Lovering_2021						TFclass_human.present			dbTF	7391	HGNC:12593	USF1
